order_id,customer_age,region,membership,channel,category,price,quantity,amount,amount_log,is_premium,amount_class,membership_ord,region_경기,region_대구,region_부산,region_서울,region_인천,ch_app,ch_web,cat_가전,cat_도서,cat_뷰티,cat_식품,cat_패션,customer_age_scaled,amount_scaled,quantity_scaled
O00031,22.0,경기,basic,web,가전,9900.0,1,9900.0,9.200391041122515,0,low,1,1,0,0,0,0,0,1,1,0,0,0,0,-1.0833333333333333,-0.42714285714285716,0.0
O00032,36.0,서울,silver,web,식품,9900.0,3,29700.0,10.298935994257638,0,low,2,0,0,0,1,0,0,1,0,0,0,1,0,0.08333333333333333,-0.1442857142857143,2.0
O00033,48.0,서울,silver,app,뷰티,129900.0,2,259800.0,12.467671232325932,0,high,2,0,0,0,1,0,1,0,0,0,1,0,0,1.0833333333333333,3.142857142857143,1.0
O00035,27.0,대구,basic,web,뷰티,19900.0,2,39800.0,10.591647316585027,0,mid,1,0,1,0,0,0,0,1,0,0,1,0,0,-0.6666666666666666,0.0,1.0
O00036,37.0,인천,basic,web,도서,49900.0,2,99800.0,11.510933482289435,0,mid,1,0,0,0,0,1,0,1,0,1,0,0,0,0.16666666666666666,0.8571428571428571,1.0
O00037,51.0,서울,basic,web,식품,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,1,0,0,1,0,0,0,1,0,1.3333333333333333,-0.14142857142857143,0.0
O00038,39.0,서울,silver,app,식품,49900.0,3,149700.0,11.916395250412128,0,high,2,0,0,0,1,0,1,0,0,0,0,1,0,0.3333333333333333,1.57,2.0
O00039,40.0,부산,basic,web,패션,49900.0,2,99800.0,11.510933482289435,0,mid,1,0,0,1,0,0,0,1,0,0,0,0,1,0.4166666666666667,0.8571428571428571,1.0
O00040,46.0,경기,silver,app,식품,29900.0,2,59800.0,10.998777662206932,0,mid,2,1,0,0,0,0,1,0,0,0,0,1,0,0.9166666666666666,0.2857142857142857,1.0
O00041,39.0,서울,vip,web,패션,19900.0,1,19900.0,9.898525260706313,1,low,4,0,0,0,1,0,0,1,0,0,0,0,1,0.3333333333333333,-0.2842857142857143,0.0
O00042,28.0,경기,basic,app,패션,9900.0,1,9900.0,9.200391041122515,0,low,1,1,0,0,0,0,1,0,0,0,0,0,1,-0.5833333333333334,-0.42714285714285716,0.0
O00043,19.0,서울,silver,web,뷰티,29900.0,2,59800.0,10.998777662206932,0,mid,2,0,0,0,1,0,0,1,0,0,1,0,0,-1.3333333333333333,0.2857142857142857,1.0
O00044,27.0,대구,basic,web,식품,89900.0,1,89900.0,11.40646434386837,0,mid,1,0,1,0,0,0,0,1,0,0,0,1,0,-0.6666666666666666,0.7157142857142857,0.0
O00045,25.0,서울,vip,app,패션,29900.0,3,89700.0,11.404237196256764,1,mid,4,0,0,0,1,0,1,0,0,0,0,0,1,-0.8333333333333334,0.7128571428571429,2.0
O00046,41.0,부산,basic,app,뷰티,89900.0,1,89900.0,11.40646434386837,0,mid,1,0,0,1,0,0,1,0,0,0,1,0,0,0.5,0.7157142857142857,0.0
O00047,42.0,서울,gold,web,가전,249900.0,1,249900.0,12.428820118415677,1,high,3,0,0,0,1,0,0,1,1,0,0,0,0,0.5833333333333334,3.0014285714285713,0.0
O00048,37.0,경기,silver,web,뷰티,9900.0,1,9900.0,9.200391041122515,0,low,2,1,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,-0.42714285714285716,0.0
O00049,24.0,경기,basic,web,뷰티,49900.0,2,99800.0,11.510933482289435,0,mid,1,1,0,0,0,0,0,1,0,0,1,0,0,-0.9166666666666666,0.8571428571428571,1.0
O00050,51.0,서울,silver,web,패션,49900.0,2,99800.0,11.510933482289435,0,mid,2,0,0,0,1,0,0,1,0,0,0,0,1,1.3333333333333333,0.8571428571428571,1.0
O00051,31.0,대구,vip,web,도서,249900.0,1,249900.0,12.428820118415677,1,high,4,0,1,0,0,0,0,1,0,1,0,0,0,-0.3333333333333333,3.0014285714285713,0.0
O00052,40.0,부산,silver,web,도서,249900.0,1,249900.0,12.428820118415677,0,high,2,0,0,1,0,0,0,1,0,1,0,0,0,0.4166666666666667,3.0014285714285713,0.0
O00053,35.0,대구,gold,web,도서,49900.0,1,49900.0,10.817796321618971,1,mid,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.1442857142857143,0.0
O00055,40.0,경기,basic,app,패션,49900.0,2,99800.0,11.510933482289435,0,mid,1,1,0,0,0,0,1,0,0,0,0,0,1,0.4166666666666667,0.8571428571428571,1.0
O00056,29.0,대구,basic,app,식품,9900.0,1,9900.0,9.200391041122515,0,low,1,0,1,0,0,0,1,0,0,0,0,1,0,-0.5,-0.42714285714285716,0.0
O00057,47.0,서울,silver,app,뷰티,49900.0,1,49900.0,10.817796321618971,0,mid,2,0,0,0,1,0,1,0,0,0,1,0,0,1.0,0.1442857142857143,0.0
O00058,21.0,서울,basic,web,뷰티,129900.0,3,389700.0,12.873135057399978,0,high,1,0,0,0,1,0,0,1,0,0,1,0,0,-1.1666666666666667,4.998571428571428,2.0
O00059,26.0,서울,gold,web,패션,19900.0,3,59700.0,10.997104049659168,1,mid,3,0,0,0,1,0,0,1,0,0,0,0,1,-0.75,0.2842857142857143,2.0
O00060,47.0,서울,vip,app,가전,29900.0,1,29900.0,10.305647203635566,1,low,4,0,0,0,1,0,1,0,1,0,0,0,0,1.0,-0.14142857142857143,0.0
O00061,40.0,서울,basic,web,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,0,1,0,0,1,0,0,0.4166666666666667,-0.2842857142857143,0.0
O00062,58.0,서울,basic,web,가전,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,0,1,1,0,0,0,0,1.9166666666666667,-0.2842857142857143,0.0
O00063,36.0,인천,gold,app,가전,19900.0,3,59700.0,10.997104049659168,1,mid,3,0,0,0,0,1,1,0,1,0,0,0,0,0.08333333333333333,0.2842857142857143,2.0
O00064,50.0,서울,basic,app,도서,49900.0,2,99800.0,11.510933482289435,0,mid,1,0,0,0,1,0,1,0,0,1,0,0,0,1.25,0.8571428571428571,1.0
O00065,18.0,서울,gold,app,패션,129900.0,1,129900.0,11.774527900858468,1,high,3,0,0,0,1,0,1,0,0,0,0,0,1,-1.4166666666666667,1.2871428571428571,0.0
O00066,22.0,경기,basic,web,가전,129900.0,1,129900.0,11.774527900858468,0,high,1,1,0,0,0,0,0,1,1,0,0,0,0,-1.0833333333333333,1.2871428571428571,0.0
O00067,43.0,서울,silver,web,패션,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,1,0,0,1,0,0,0,0,1,0.6666666666666666,-0.2857142857142857,1.0
O00068,19.0,인천,basic,app,도서,89900.0,3,269700.0,12.505069216944454,0,high,1,0,0,0,0,1,1,0,0,1,0,0,0,-1.3333333333333333,3.2842857142857143,2.0
O00069,33.0,서울,silver,web,패션,49900.0,3,149700.0,11.916395250412128,0,high,2,0,0,0,1,0,0,1,0,0,0,0,1,-0.16666666666666666,1.57,2.0
O00070,46.0,대구,basic,app,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,1,0,1,0,0,0,1,0,0,0,1,0,0,0.9166666666666666,-0.2842857142857143,0.0
O00071,40.0,부산,silver,app,가전,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,1,0,0,1,0,1,0,0,0,0,0.4166666666666667,-0.42714285714285716,0.0
O00072,35.0,서울,basic,app,패션,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,0,0,1,0.0,-0.2842857142857143,0.0
O00073,31.0,서울,silver,web,식품,129900.0,2,259800.0,12.467671232325932,0,high,2,0,0,0,1,0,0,1,0,0,0,1,0,-0.3333333333333333,3.142857142857143,1.0
O00074,37.0,인천,gold,web,패션,29900.0,2,59800.0,10.998777662206932,1,mid,3,0,0,0,0,1,0,1,0,0,0,0,1,0.16666666666666666,0.2857142857142857,1.0
O00075,40.0,부산,basic,app,가전,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,1,0,0,1,0,1,0,0,0,0,0.4166666666666667,0.1442857142857143,0.0
O00076,29.0,부산,basic,app,도서,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.5,-0.2842857142857143,0.0
O00077,38.0,부산,basic,app,도서,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,1,0,0,1,0,0,1,0,0,0,0.25,0.1442857142857143,0.0
O00078,45.0,서울,silver,web,가전,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,0,1,0,0,1,1,0,0,0,0,0.8333333333333334,-0.42714285714285716,0.0
O00079,33.0,서울,silver,web,뷰티,19900.0,3,59700.0,10.997104049659168,0,mid,2,0,0,0,1,0,0,1,0,0,1,0,0,-0.16666666666666666,0.2842857142857143,2.0
O00080,36.0,서울,silver,app,뷰티,29900.0,3,89700.0,11.404237196256764,0,mid,2,0,0,0,1,0,1,0,0,0,1,0,0,0.08333333333333333,0.7128571428571429,2.0
O00081,39.0,인천,basic,app,도서,9900.0,1,9900.0,9.200391041122515,0,low,1,0,0,0,0,1,1,0,0,1,0,0,0,0.3333333333333333,-0.42714285714285716,0.0
O00082,40.0,경기,basic,app,도서,89900.0,1,89900.0,11.40646434386837,0,mid,1,1,0,0,0,0,1,0,0,1,0,0,0,0.4166666666666667,0.7157142857142857,0.0
O00083,43.0,서울,silver,web,가전,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,0,1,1,0,0,0,0,0.6666666666666666,-0.2842857142857143,0.0
O00084,26.0,서울,basic,app,뷰티,49900.0,3,149700.0,11.916395250412128,0,high,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.75,1.57,2.0
O00085,30.0,서울,vip,app,도서,19900.0,1,19900.0,9.898525260706313,1,low,4,0,0,0,1,0,1,0,0,1,0,0,0,-0.4166666666666667,-0.2842857142857143,0.0
O00086,31.0,서울,basic,app,뷰티,29900.0,2,59800.0,10.998777662206932,0,mid,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.3333333333333333,0.2857142857142857,1.0
O00087,27.0,부산,silver,web,도서,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,1,0,0,0,1,0,1,0,0,0,-0.6666666666666666,-0.42714285714285716,0.0
O00090,46.0,경기,silver,web,패션,19900.0,1,19900.0,9.898525260706313,0,low,2,1,0,0,0,0,0,1,0,0,0,0,1,0.9166666666666666,-0.2842857142857143,0.0
O00091,21.0,서울,silver,web,도서,89900.0,1,89900.0,11.40646434386837,0,mid,2,0,0,0,1,0,0,1,0,1,0,0,0,-1.1666666666666667,0.7157142857142857,0.0
O00092,49.0,부산,vip,app,식품,249900.0,1,249900.0,12.428820118415677,1,high,4,0,0,1,0,0,1,0,0,0,0,1,0,1.1666666666666667,3.0014285714285713,0.0
O00093,42.0,부산,basic,web,식품,19900.0,3,59700.0,10.997104049659168,0,mid,1,0,0,1,0,0,0,1,0,0,0,1,0,0.5833333333333334,0.2842857142857143,2.0
O00095,41.0,부산,silver,web,도서,49900.0,3,149700.0,11.916395250412128,0,high,2,0,0,1,0,0,0,1,0,1,0,0,0,0.5,1.57,2.0
O00096,39.0,경기,silver,app,뷰티,249900.0,3,749700.0,13.527429739357144,0,high,2,1,0,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,10.141428571428571,2.0
O00097,25.0,경기,basic,app,도서,129900.0,2,259800.0,12.467671232325932,0,high,1,1,0,0,0,0,1,0,0,1,0,0,0,-0.8333333333333334,3.142857142857143,1.0
O00098,35.0,경기,basic,web,가전,29900.0,3,89700.0,11.404237196256764,0,mid,1,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0.7128571428571429,2.0
O00099,26.0,서울,basic,web,도서,49900.0,3,149700.0,11.916395250412128,0,high,1,0,0,0,1,0,0,1,0,1,0,0,0,-0.75,1.57,2.0
O00100,41.0,서울,gold,web,가전,9900.0,2,19800.0,9.893487720457795,1,low,3,0,0,0,1,0,0,1,1,0,0,0,0,0.5,-0.2857142857142857,1.0
O00101,29.0,서울,basic,web,도서,249900.0,1,249900.0,12.428820118415677,0,high,1,0,0,0,1,0,0,1,0,1,0,0,0,-0.5,3.0014285714285713,0.0
O00102,34.0,경기,basic,app,뷰티,249900.0,1,249900.0,12.428820118415677,0,high,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.08333333333333333,3.0014285714285713,0.0
O00104,36.0,경기,basic,web,패션,19900.0,3,59700.0,10.997104049659168,0,mid,1,1,0,0,0,0,0,1,0,0,0,0,1,0.08333333333333333,0.2842857142857143,2.0
O00105,50.0,대구,basic,web,가전,9900.0,1,9900.0,9.200391041122515,0,low,1,0,1,0,0,0,0,1,1,0,0,0,0,1.25,-0.42714285714285716,0.0
O00106,33.0,서울,silver,web,뷰티,19900.0,2,39800.0,10.591647316585027,0,mid,2,0,0,0,1,0,0,1,0,0,1,0,0,-0.16666666666666666,0.0,1.0
O00107,46.0,경기,basic,app,가전,89900.0,1,89900.0,11.40646434386837,0,mid,1,1,0,0,0,0,1,0,1,0,0,0,0,0.9166666666666666,0.7157142857142857,0.0
O00108,39.0,부산,gold,web,도서,19900.0,2,39800.0,10.591647316585027,1,mid,3,0,0,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,1.0
O00109,48.0,서울,basic,app,도서,9900.0,1,9900.0,9.200391041122515,0,low,1,0,0,0,1,0,1,0,0,1,0,0,0,1.0833333333333333,-0.42714285714285716,0.0
O00110,32.0,서울,silver,app,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,0,1,0,0,-0.25,-0.2842857142857143,0.0
O00111,41.0,서울,gold,app,식품,249900.0,1,249900.0,12.428820118415677,1,high,3,0,0,0,1,0,1,0,0,0,0,1,0,0.5,3.0014285714285713,0.0
O00112,34.0,서울,silver,web,도서,29900.0,1,29900.0,10.305647203635566,0,low,2,0,0,0,1,0,0,1,0,1,0,0,0,-0.08333333333333333,-0.14142857142857143,0.0
O00114,25.0,인천,basic,web,뷰티,9900.0,3,29700.0,10.298935994257638,0,low,1,0,0,0,0,1,0,1,0,0,1,0,0,-0.8333333333333334,-0.1442857142857143,2.0
O00115,40.0,경기,basic,web,가전,249900.0,2,499800.0,13.121965298181308,0,high,1,1,0,0,0,0,0,1,1,0,0,0,0,0.4166666666666667,6.571428571428571,1.0
O00116,40.0,인천,silver,app,가전,89900.0,2,179800.0,12.099605962739451,0,high,2,0,0,0,0,1,1,0,1,0,0,0,0,0.4166666666666667,2.0,1.0
O00117,23.0,인천,vip,app,패션,19900.0,2,39800.0,10.591647316585027,1,mid,4,0,0,0,0,1,1,0,0,0,0,0,1,-1.0,0.0,1.0
O00118,37.0,서울,silver,web,도서,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,0,1,0,0,1,0,1,0,0,0,0.16666666666666666,-0.42714285714285716,0.0
O00119,40.0,인천,silver,web,뷰티,9900.0,1,9900.0,9.200391041122515,0,low,2,0,0,0,0,1,0,1,0,0,1,0,0,0.4166666666666667,-0.42714285714285716,0.0
O00120,35.0,경기,silver,web,패션,9900.0,1,9900.0,9.200391041122515,0,low,2,1,0,0,0,0,0,1,0,0,0,0,1,0.0,-0.42714285714285716,0.0
O00121,42.0,인천,basic,web,도서,29900.0,3,89700.0,11.404237196256764,0,mid,1,0,0,0,0,1,0,1,0,1,0,0,0,0.5833333333333334,0.7128571428571429,2.0
O00122,40.0,인천,basic,web,뷰티,129900.0,1,129900.0,11.774527900858468,0,high,1,0,0,0,0,1,0,1,0,0,1,0,0,0.4166666666666667,1.2871428571428571,0.0
O00123,35.0,서울,silver,web,가전,29900.0,1,29900.0,10.305647203635566,0,low,2,0,0,0,1,0,0,1,1,0,0,0,0,0.0,-0.14142857142857143,0.0
O00125,44.0,서울,basic,app,식품,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0,0.75,-0.2842857142857143,0.0
O00126,39.0,경기,silver,app,뷰티,49900.0,2,99800.0,11.510933482289435,0,mid,2,1,0,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,0.8571428571428571,1.0
O00127,23.0,인천,basic,app,식품,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,0,0,1,1,0,0,0,0,1,0,-1.0,0.1442857142857143,0.0
O00128,37.0,인천,silver,web,뷰티,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,0,1,0,1,0,0,1,0,0,0.16666666666666666,-0.2857142857142857,1.0
O00129,25.0,서울,basic,app,식품,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0,-0.8333333333333334,-0.2842857142857143,0.0
O00130,26.0,경기,basic,app,가전,29900.0,3,89700.0,11.404237196256764,0,mid,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.75,0.7128571428571429,2.0
O00131,29.0,경기,gold,app,도서,9900.0,1,9900.0,9.200391041122515,1,low,3,1,0,0,0,0,1,0,0,1,0,0,0,-0.5,-0.42714285714285716,0.0
O00132,35.0,서울,basic,app,식품,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,-0.2842857142857143,0.0
O00134,31.0,서울,gold,app,가전,249900.0,1,249900.0,12.428820118415677,1,high,3,0,0,0,1,0,1,0,1,0,0,0,0,-0.3333333333333333,3.0014285714285713,0.0
O00135,32.0,대구,vip,web,식품,29900.0,2,59800.0,10.998777662206932,1,mid,4,0,1,0,0,0,0,1,0,0,0,1,0,-0.25,0.2857142857142857,1.0
O00136,30.0,서울,basic,app,패션,89900.0,2,179800.0,12.099605962739451,0,high,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.4166666666666667,2.0,1.0
O00137,44.0,경기,basic,app,가전,19900.0,3,59700.0,10.997104049659168,0,mid,1,1,0,0,0,0,1,0,1,0,0,0,0,0.75,0.2842857142857143,2.0
O00139,32.0,서울,vip,app,가전,29900.0,1,29900.0,10.305647203635566,1,low,4,0,0,0,1,0,1,0,1,0,0,0,0,-0.25,-0.14142857142857143,0.0
O00141,40.0,대구,silver,web,패션,19900.0,1,19900.0,9.898525260706313,0,low,2,0,1,0,0,0,0,1,0,0,0,0,1,0.4166666666666667,-0.2842857142857143,0.0
O00142,46.0,서울,gold,app,식품,29900.0,1,29900.0,10.305647203635566,1,low,3,0,0,0,1,0,1,0,0,0,0,1,0,0.9166666666666666,-0.14142857142857143,0.0
O00143,17.0,경기,silver,app,가전,29900.0,1,29900.0,10.305647203635566,0,low,2,1,0,0,0,0,1,0,1,0,0,0,0,-1.5,-0.14142857142857143,0.0
O00144,24.0,서울,silver,app,식품,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,1,0,0,0,0,1,0,-0.9166666666666666,-0.2842857142857143,0.0
O00145,40.0,서울,basic,web,패션,9900.0,1,9900.0,9.200391041122515,0,low,1,0,0,0,1,0,0,1,0,0,0,0,1,0.4166666666666667,-0.42714285714285716,0.0
O00146,49.0,서울,gold,web,패션,9900.0,1,9900.0,9.200391041122515,1,low,3,0,0,0,1,0,0,1,0,0,0,0,1,1.1666666666666667,-0.42714285714285716,0.0
O00147,25.0,경기,basic,app,식품,9900.0,2,19800.0,9.893487720457795,0,low,1,1,0,0,0,0,1,0,0,0,0,1,0,-0.8333333333333334,-0.2857142857142857,1.0
O00148,32.0,경기,gold,app,뷰티,89900.0,1,89900.0,11.40646434386837,1,mid,3,1,0,0,0,0,1,0,0,0,1,0,0,-0.25,0.7157142857142857,0.0
O00149,39.0,서울,gold,app,가전,19900.0,2,39800.0,10.591647316585027,1,mid,3,0,0,0,1,0,1,0,1,0,0,0,0,0.3333333333333333,0.0,1.0
O00150,22.0,서울,silver,web,가전,19900.0,1,19900.0,9.898525260706313,0,low,2,0,0,0,1,0,0,1,1,0,0,0,0,-1.0833333333333333,-0.2842857142857143,0.0
O00151,40.0,대구,basic,app,식품,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,1,0,0,0,1,0,0,0,0,1,0,0.4166666666666667,0.1442857142857143,0.0
O00152,11.0,서울,basic,web,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,0,1,0,0,1,0,0,-2.0,-0.2842857142857143,0.0
O00153,39.0,서울,basic,app,패션,29900.0,1,29900.0,10.305647203635566,0,low,1,0,0,0,1,0,1,0,0,0,0,0,1,0.3333333333333333,-0.14142857142857143,0.0
O00154,26.0,경기,basic,web,도서,9900.0,2,19800.0,9.893487720457795,0,low,1,1,0,0,0,0,0,1,0,1,0,0,0,-0.75,-0.2857142857142857,1.0
O00155,31.0,대구,basic,web,도서,129900.0,3,389700.0,12.873135057399978,0,high,1,0,1,0,0,0,0,1,0,1,0,0,0,-0.3333333333333333,4.998571428571428,2.0
O00156,41.0,서울,vip,app,식품,89900.0,2,179800.0,12.099605962739451,1,high,4,0,0,0,1,0,1,0,0,0,0,1,0,0.5,2.0,1.0
O00157,39.0,부산,silver,app,뷰티,89900.0,2,179800.0,12.099605962739451,0,high,2,0,0,1,0,0,1,0,0,0,1,0,0,0.3333333333333333,2.0,1.0
O00158,35.0,부산,basic,web,뷰티,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,1,0,0,0,1,0,0,1,0,0,0.0,-0.2842857142857143,0.0
O00159,44.0,서울,basic,app,가전,49900.0,1,49900.0,10.817796321618971,0,mid,1,0,0,0,1,0,1,0,1,0,0,0,0,0.75,0.1442857142857143,0.0
O00160,20.0,부산,basic,web,패션,9900.0,2,19800.0,9.893487720457795,0,low,1,0,0,1,0,0,0,1,0,0,0,0,1,-1.25,-0.2857142857142857,1.0
O00161,37.0,서울,silver,web,뷰티,9900.0,2,19800.0,9.893487720457795,0,low,2,0,0,0,1,0,0,1,0,0,1,0,0,0.16666666666666666,-0.2857142857142857,1.0
O00162,28.0,경기,silver,web,도서,9900.0,2,19800.0,9.893487720457795,0,low,2,1,0,0,0,0,0,1,0,1,0,0,0,-0.5833333333333334,-0.2857142857142857,1.0
O00163,43.0,경기,vip,web,패션,29900.0,1,29900.0,10.305647203635566,1,low,4,1,0,0,0,0,0,1,0,0,0,0,1,0.6666666666666666,-0.14142857142857143,0.0
O00164,41.0,경기,basic,app,패션,29900.0,1,29900.0,10.305647203635566,0,low,1,1,0,0,0,0,1,0,0,0,0,0,1,0.5,-0.14142857142857143,0.0
O00165,42.0,서울,vip,web,식품,29900.0,1,29900.0,10.305647203635566,1,low,4,0,0,0,1,0,0,1,0,0,0,1,0,0.5833333333333334,-0.14142857142857143,0.0
O00166,50.0,인천,gold,web,뷰티,9900.0,1,9900.0,9.200391041122515,1,low,3,0,0,0,0,1,0,1,0,0,1,0,0,1.25,-0.42714285714285716,0.0
O00167,45.0,서울,basic,app,식품,19900.0,1,19900.0,9.898525260706313,0,low,1,0,0,0,1,0,1,0,0,0,0,1,0,0.8333333333333334,-0.2842857142857143,0.0
O00168,34.0,서울,vip,web,뷰티,49900.0,2,99800.0,11.510933482289435,1,mid,4,0,0,0,1,0,0,1,0,0,1,0,0,-0.08333333333333333,0.8571428571428571,1.0
