order_id,customer_id,product_id,quantity,amount,channel,order_date
62,C036659,P00641,1,29900.0,app,2025-03-07
63,C003370,P00020,2,129900.0,app,2025-01-25
64,C023667,P00822,2,9900.0,app,2025-01-28
65,C010191,P00536,1,29900.0,web,2025-04-26
66,C044305,P00600,1,29900.0,web,2025-02-17
67,C044875,P00415,3,19900.0,app,2025-04-20
68,C002212,P00249,2,49900.0,web,2025-02-24
69,C046728,P00214,1,89900.0,web,2025-01-20
70,C034868,P00019,2,19900.0,web,2025-04-24
71,C013882,P00064,2,89900.0,app,2025-04-30
72,C026997,P00650,1,89900.0,web,2025-01-13
73,C048479,P00841,3,49900.0,web,2025-01-02
74,C027926,P00109,1,29900.0,app,2025-03-06
75,C030784,P00565,2,129900.0,app,2025-02-26
76,C023212,P00946,2,129900.0,web,2025-03-17
77,C030529,P00003,1,19900.0,web,2025-04-04
78,C037196,P00703,1,129900.0,web,2025-01-24
79,C043024,P00406,2,49900.0,app,2025-01-03
80,C043778,P00090,2,89900.0,app,2025-01-11
81,C029284,P00874,2,9900.0,app,2025-01-09
82,C003724,P00883,3,9900.0,web,2025-04-18
83,C046786,P00204,3,9900.0,web,2025-04-27
84,C047571,P00577,2,19900.0,app,2025-04-30
85,C032949,P00817,2,19900.0,web,2025-03-31
86,C033687,P00063,1,129900.0,app,2025-04-16
87,C006589,P00208,3,49900.0,web,2025-01-27
88,C044546,P00190,1,49900.0,web,2025-02-14
89,C019811,P00596,1,49900.0,web,2025-03-31
90,C012782,P00806,1,89900.0,web,2025-03-28
91,C037691,P00099,3,49900.0,web,2025-03-15
92,C000281,P00729,2,9900.0,web,2025-01-15
93,C043396,P00775,1,9900.0,web,2025-01-09
94,C029422,P00445,2,129900.0,web,2025-03-17
95,C016348,P00504,3,49900.0,app,2025-04-04
96,C037088,P00601,1,29900.0,app,2025-04-02
97,C041594,P00598,1,29900.0,web,2025-02-16
98,C034835,P00834,2,129900.0,web,2025-01-28
99,C017106,P00954,2,19900.0,app,2025-03-18
100,C020631,P00875,1,89900.0,app,2025-02-03
101,C037066,P00705,2,29900.0,app,2025-04-10
102,C037021,P00165,2,49900.0,app,2025-04-01
103,C035245,P00085,2,129900.0,app,2025-03-10
104,C026318,P00256,2,29900.0,web,2025-04-15
105,C030939,P00798,1,129900.0,web,2025-01-07
106,C036967,P00802,1,19900.0,web,2025-04-21
107,C008448,P00409,2,9900.0,app,2025-01-16
108,C003430,P00148,1,49900.0,app,2025-03-08
109,C006015,P00047,1,29900.0,web,2025-01-16
110,C008804,P00677,3,19900.0,app,2025-02-07
111,C002811,P00384,1,49900.0,app,2025-02-03
112,C049106,P00039,1,49900.0,web,2025-01-23
113,C048360,P00520,2,29900.0,web,2025-01-23
114,C032935,P00647,3,19900.0,web,2025-03-09
115,C005612,P00753,2,9900.0,app,2025-03-15
116,C019920,P00339,1,129900.0,web,2025-01-22
117,C012666,P00561,2,49900.0,app,2025-03-16
118,C017163,P00620,1,49900.0,web,2025-01-06
119,C002440,P00432,2,19900.0,web,2025-04-27
120,C008135,P00509,1,49900.0,app,2025-02-10
121,C049281,P00427,1,49900.0,app,2025-01-23
122,C013347,P00373,3,29900.0,app,2025-03-03
123,C042993,P00512,3,129900.0,web,2025-03-13
124,C010891,P00643,1,49900.0,web,2025-01-08
125,C000709,P00295,2,129900.0,web,2025-04-17
126,C049949,P00095,3,129900.0,web,2025-01-15
127,C011366,P00844,2,19900.0,app,2025-03-16
128,C048492,P00718,1,49900.0,app,2025-03-01
129,C012583,P00531,1,129900.0,web,2025-03-24
130,C015173,P00667,1,29900.0,app,2025-01-17
131,C032737,P00579,1,129900.0,web,2025-04-20
132,C043056,P00562,2,129900.0,web,2025-03-30
133,C029310,P00855,2,29900.0,web,2025-03-28
134,C036299,P00276,1,49900.0,app,2025-02-08
135,C043897,P00283,1,89900.0,app,2025-01-08
136,C037301,P00636,1,89900.0,app,2025-04-07
137,C017495,P00325,3,19900.0,web,2025-01-04
138,C002812,P00107,1,29900.0,web,2025-01-20
139,C037194,P00079,1,89900.0,web,2025-01-02
140,C012530,P00728,3,9900.0,web,2025-01-02
141,C028984,P00278,2,29900.0,app,2025-04-12
142,C019654,P00874,3,9900.0,web,2025-04-29
143,C011517,P00243,1,9900.0,web,2025-02-22
144,C046571,P00050,1,129900.0,web,2025-04-09
145,C009251,P00837,3,29900.0,web,2025-01-07
146,C017877,P00900,1,129900.0,web,2025-02-04
147,C007332,P00844,2,129900.0,app,2025-02-16
148,C036095,P00669,2,19900.0,app,2025-02-16
149,C003099,P00484,1,129900.0,web,2025-01-10
150,C035127,P00006,1,19900.0,app,2025-02-08
151,C013543,P00691,3,19900.0,web,2025-01-12
152,C037117,P00907,1,19900.0,web,2025-01-25
153,C010725,P00262,1,129900.0,app,2025-04-15
154,C035421,P00042,2,19900.0,web,2025-04-30
155,C018784,P00597,2,9900.0,app,2025-04-12
156,C035998,P00843,2,9900.0,web,2025-01-22
157,C020718,P00523,1,89900.0,app,2025-03-31
158,C033890,P00135,2,29900.0,web,2025-04-05
159,C041776,P00533,2,29900.0,web,2025-04-28
160,C011567,P00537,2,89900.0,app,2025-03-27
161,C027848,P00251,1,9900.0,web,2025-02-08
162,C012935,P00382,3,89900.0,app,2025-03-11
163,C031757,P00760,2,49900.0,app,2025-04-25
164,C016587,P00514,1,19900.0,app,2025-02-08
165,C018030,P00380,1,29900.0,app,2025-04-15
166,C007398,P00410,1,19900.0,app,2025-04-20
167,C037717,P00431,2,19900.0,app,2025-02-25
168,C036678,P00094,1,129900.0,web,2025-02-17
169,C017260,P00731,2,29900.0,web,2025-03-18
170,C016280,P00828,1,89900.0,web,2025-04-10
171,C030182,P00929,2,89900.0,app,2025-01-04
172,C046768,P00118,2,9900.0,web,2025-03-15
173,C034983,P00388,1,19900.0,web,2025-04-05
174,C012226,P00323,1,129900.0,app,2025-03-16
175,C026907,P00858,1,49900.0,app,2025-03-23
176,C045853,P00776,2,29900.0,app,2025-03-31
177,C002071,P00988,3,19900.0,web,2025-01-15
178,C011838,P00370,2,19900.0,app,2025-03-15
179,C048617,P00553,3,19900.0,web,2025-03-05
180,C033742,P00479,1,129900.0,web,2025-03-18
181,C008892,P00429,1,89900.0,app,2025-04-15
182,C046001,P00482,2,49900.0,web,2025-02-13
183,C028351,P00174,2,49900.0,app,2025-04-18
184,C041015,P00871,1,9900.0,web,2025-01-02
185,C032910,P00557,2,29900.0,app,2025-02-22
186,C000717,P00232,2,19900.0,web,2025-01-13
187,C017080,P00500,1,49900.0,app,2025-01-05
188,C029841,P00444,2,49900.0,app,2025-01-21
189,C015521,P00708,2,129900.0,web,2025-02-12
190,C007068,P00898,2,129900.0,app,2025-01-21
191,C032870,P00649,1,49900.0,app,2025-01-03
192,C040833,P00881,1,9900.0,app,2025-04-01
193,C002072,P00467,1,49900.0,web,2025-01-01
194,C010490,P00031,2,129900.0,web,2025-02-28
195,C034796,P00958,3,9900.0,web,2025-03-26
196,C007478,P00121,1,89900.0,app,2025-03-26
197,C023887,P00418,1,9900.0,app,2025-02-08
198,C000005,P00114,1,49900.0,app,2025-04-18
199,C028261,P00043,1,49900.0,app,2025-01-27
200,C048234,P00133,2,129900.0,web,2025-02-09
201,C023772,P00357,1,49900.0,app,2025-02-27
202,C019521,P00428,1,19900.0,app,2025-03-18
203,C048048,P00078,2,19900.0,app,2025-01-02
204,C021919,P00386,1,9900.0,web,2025-02-17
205,C008866,P00376,1,89900.0,web,2025-01-02
206,C034495,P00836,1,19900.0,web,2025-03-28
207,C010029,P00151,2,9900.0,app,2025-04-20
208,C004331,P00629,3,29900.0,web,2025-03-02
209,C000873,P00617,1,29900.0,app,2025-02-03
210,C044095,P00669,2,29900.0,web,2025-02-17
211,C021075,P00729,2,19900.0,app,2025-02-10
212,C049355,P00424,1,49900.0,app,2025-04-12
213,C003966,P00294,3,89900.0,web,2025-01-11
214,C021243,P00976,2,19900.0,app,2025-04-10
215,C006681,P00103,1,49900.0,app,2025-03-28
216,C021286,P00268,1,9900.0,web,2025-02-13
217,C013157,P00103,2,129900.0,web,2025-04-24
218,C021790,P00796,2,29900.0,web,2025-03-31
219,C033512,P00954,2,19900.0,web,2025-01-06
220,C007688,P00010,1,29900.0,web,2025-01-06
221,C010196,P00939,1,89900.0,web,2025-04-14
222,C006660,P00817,1,89900.0,app,2025-04-05
223,C049731,P00124,2,129900.0,app,2025-02-14
224,C014684,P00601,3,29900.0,app,2025-04-09
225,C026800,P00195,2,29900.0,app,2025-01-29
226,C011175,P00802,2,49900.0,web,2025-02-03
227,C018555,P00365,3,29900.0,web,2025-03-14
228,C006147,P00447,1,129900.0,app,2025-01-21
229,C013151,P00873,3,19900.0,app,2025-04-10
230,C000980,P00248,1,29900.0,web,2025-01-20
231,C010446,P00371,2,89900.0,web,2025-04-15
232,C045247,P00851,1,129900.0,web,2025-02-24
233,C013814,P00433,2,29900.0,app,2025-02-03
234,C018658,P00500,2,29900.0,app,2025-03-12
235,C038415,P00159,1,29900.0,web,2025-01-08
236,C025859,P00699,1,9900.0,web,2025-03-02
237,C009926,P00854,1,19900.0,app,2025-02-01
238,C023765,P00175,1,29900.0,app,2025-02-11
239,C001658,P00410,1,129900.0,web,2025-04-08
240,C014308,P00583,1,49900.0,web,2025-01-01
241,C038284,P00472,2,19900.0,web,2025-02-22
242,C013684,P00955,2,19900.0,web,2025-04-03
243,C039007,P00692,1,89900.0,web,2025-03-04
244,C049935,P00810,2,129900.0,app,2025-04-13
245,C031553,P00566,2,49900.0,web,2025-03-12
246,C020758,P00125,1,129900.0,app,2025-01-24
247,C003164,P01000,1,49900.0,app,2025-04-21
248,C013593,P00939,1,19900.0,web,2025-04-16
249,C010940,P00291,1,89900.0,app,2025-01-27
250,C028220,P00063,1,89900.0,app,2025-03-14
251,C002959,P00701,2,19900.0,app,2025-04-05
252,C043819,P00056,3,9900.0,app,2025-03-16
253,C033263,P00754,1,9900.0,web,2025-01-21
254,C010436,P00992,1,29900.0,web,2025-04-21
255,C025886,P00939,1,89900.0,app,2025-01-27
256,C023474,P00282,1,89900.0,app,2025-04-01
257,C005719,P00551,1,29900.0,app,2025-02-07
258,C033354,P00693,2,89900.0,web,2025-04-01
259,C046415,P00652,3,29900.0,web,2025-02-18
260,C045933,P00772,1,89900.0,app,2025-01-29
261,C005817,P00250,1,129900.0,web,2025-03-28
262,C049854,P00767,3,19900.0,web,2025-02-03
263,C008070,P00946,1,49900.0,web,2025-03-14
264,C029500,P00299,2,19900.0,app,2025-01-31
265,C023903,P00823,1,19900.0,web,2025-03-15
266,C015497,P00294,2,89900.0,app,2025-01-03
267,C007476,P00853,1,49900.0,app,2025-04-11
268,C046565,P00442,1,19900.0,web,2025-04-26
269,C039349,P00615,1,29900.0,app,2025-01-12
270,C008388,P00721,2,9900.0,app,2025-02-20
271,C025511,P00457,1,19900.0,app,2025-03-31
272,C015301,P00111,2,129900.0,app,2025-04-27
273,C015503,P00908,2,89900.0,app,2025-01-10
274,C026271,P00235,1,129900.0,web,2025-03-18
275,C002660,P00530,2,19900.0,app,2025-03-25
276,C010288,P00660,2,9900.0,app,2025-04-06
277,C026338,P00399,2,89900.0,app,2025-04-05
278,C010043,P00173,2,49900.0,web,2025-02-14
279,C030035,P00737,1,29900.0,app,2025-01-25
280,C048174,P00416,1,19900.0,web,2025-01-31
281,C019440,P00494,2,29900.0,app,2025-01-08
282,C008806,P00364,2,49900.0,app,2025-04-13
283,C004227,P00748,1,9900.0,app,2025-04-23
284,C017077,P00891,2,49900.0,app,2025-01-16
285,C003316,P00954,1,49900.0,web,2025-01-26
286,C046061,P00629,1,129900.0,app,2025-02-25
287,C024602,P00825,1,19900.0,app,2025-02-11
288,C048290,P00776,1,129900.0,app,2025-01-02
289,C015014,P00938,1,9900.0,web,2025-04-29
290,C001077,P00884,1,9900.0,app,2025-01-08
291,C049165,P00620,3,9900.0,web,2025-02-04
292,C033602,P00882,2,89900.0,web,2025-01-29
293,C039609,P00516,1,9900.0,app,2025-03-04
294,C029802,P00761,2,89900.0,web,2025-03-03
295,C032131,P00781,1,129900.0,app,2025-03-20
296,C004007,P00686,2,89900.0,web,2025-03-14
297,C017699,P00095,2,9900.0,app,2025-02-05
298,C020603,P00942,3,29900.0,app,2025-03-06
299,C010703,P00227,1,49900.0,app,2025-01-23
300,C045062,P00772,2,9900.0,web,2025-01-21
301,C027302,P00753,2,9900.0,web,2025-04-19
302,C034133,P00095,2,129900.0,app,2025-04-28
303,C047351,P00165,3,89900.0,app,2025-01-22
304,C022487,P00280,3,49900.0,app,2025-01-13
305,C029321,P00135,2,19900.0,app,2025-01-26
306,C024157,P00856,1,9900.0,app,2025-03-28
307,C047534,P00477,3,49900.0,web,2025-01-11
308,C000635,P00723,1,129900.0,web,2025-03-17
309,C006483,P00715,2,19900.0,app,2025-02-16
310,C048931,P00828,1,9900.0,web,2025-02-08
311,C039695,P00987,2,19900.0,web,2025-01-06
312,C010584,P00606,1,129900.0,web,2025-04-06
313,C011564,P00952,2,29900.0,app,2025-02-08
314,C001244,P00342,1,9900.0,app,2025-04-15
315,C025676,P00277,2,129900.0,web,2025-02-23
316,C048341,P00290,1,49900.0,web,2025-04-29
317,C046560,P00406,2,9900.0,app,2025-01-30
318,C027579,P01000,1,49900.0,app,2025-04-11
319,C007266,P00753,1,29900.0,web,2025-01-04
320,C041563,P00681,1,19900.0,web,2025-01-11
321,C032849,P00530,2,29900.0,web,2025-02-28
322,C009044,P00402,1,49900.0,web,2025-01-16
323,C009825,P00444,2,89900.0,app,2025-02-23
324,C016633,P00048,1,29900.0,app,2025-03-16
325,C028186,P00539,1,9900.0,web,2025-04-22
326,C015281,P00253,1,49900.0,app,2025-04-08
327,C007073,P00525,3,9900.0,app,2025-03-04
328,C035945,P00311,2,129900.0,app,2025-01-08
329,C047464,P00110,2,129900.0,app,2025-03-26
330,C009905,P00395,2,89900.0,app,2025-02-15
331,C041015,P00451,1,129900.0,app,2025-04-26
332,C015895,P00894,2,9900.0,app,2025-01-05
333,C038531,P00512,1,9900.0,web,2025-03-29
334,C025394,P00546,1,89900.0,web,2025-02-12
335,C034740,P00965,1,49900.0,app,2025-03-03
336,C018083,P00412,3,19900.0,web,2025-01-11
337,C023579,P00966,3,9900.0,app,2025-04-27
338,C023278,P00668,1,19900.0,web,2025-01-10
339,C032846,P00821,3,19900.0,app,2025-03-25
340,C024809,P00976,3,89900.0,app,2025-01-18
341,C030942,P00094,1,29900.0,app,2025-04-03
342,C045502,P00038,1,89900.0,app,2025-03-03
343,C040870,P00759,2,49900.0,web,2025-04-09
344,C038430,P00552,1,29900.0,app,2025-01-28
345,C035899,P00056,3,9900.0,app,2025-03-08
346,C033568,P00046,2,29900.0,app,2025-04-09
347,C031492,P00360,3,89900.0,web,2025-02-07
348,C019105,P00137,1,9900.0,app,2025-04-08
349,C015315,P00390,1,129900.0,app,2025-02-28
350,C019777,P00897,2,9900.0,web,2025-03-24
351,C033420,P00032,1,49900.0,web,2025-04-12
352,C044662,P00068,1,9900.0,app,2025-02-17
353,C003262,P00511,1,49900.0,app,2025-03-03
354,C016105,P00045,1,89900.0,web,2025-02-10
355,C044426,P00855,2,9900.0,web,2025-01-12
356,C012081,P00699,1,29900.0,app,2025-03-23
357,C039281,P00598,1,129900.0,web,2025-02-20
358,C001774,P00755,2,89900.0,app,2025-02-23
359,C007648,P00373,1,9900.0,app,2025-04-19
360,C003226,P00482,2,29900.0,app,2025-04-18
361,C002596,P00023,2,19900.0,web,2025-01-10
362,C016312,P00142,1,49900.0,app,2025-01-05
363,C045607,P00399,1,49900.0,app,2025-02-01
364,C034628,P00651,1,89900.0,web,2025-03-08
365,C040660,P00807,3,129900.0,app,2025-01-26
366,C012929,P00806,3,29900.0,app,2025-04-29
367,C025354,P00253,2,19900.0,app,2025-01-28
368,C026961,P00043,2,29900.0,app,2025-01-19
369,C023977,P00857,2,9900.0,web,2025-03-01
370,C031655,P00161,1,89900.0,app,2025-03-06
371,C037811,P00861,1,29900.0,app,2025-02-14
372,C028822,P00372,2,49900.0,app,2025-02-24
373,C020420,P00333,3,129900.0,web,2025-01-17
374,C030851,P00016,2,29900.0,web,2025-01-21
375,C013847,P00651,1,9900.0,app,2025-02-08
376,C004392,P00453,2,89900.0,web,2025-01-18
377,C047565,P00300,1,89900.0,web,2025-03-16
378,C023261,P00195,1,9900.0,web,2025-02-14
379,C004966,P00779,1,49900.0,app,2025-04-10
380,C044730,P00538,1,49900.0,web,2025-03-28
381,C047671,P00902,1,29900.0,web,2025-04-07
382,C029903,P00986,1,9900.0,app,2025-03-06
383,C003507,P00618,3,89900.0,web,2025-03-19
384,C037306,P00003,2,29900.0,app,2025-04-07
385,C024375,P00027,1,19900.0,app,2025-02-28
386,C042898,P00392,2,9900.0,app,2025-03-18
387,C049660,P00178,1,49900.0,web,2025-02-09
388,C029183,P00255,1,89900.0,app,2025-02-10
389,C004981,P00907,1,49900.0,app,2025-04-05
390,C021755,P00453,1,19900.0,app,2025-03-19
391,C049488,P00697,3,89900.0,app,2025-04-25
392,C022929,P00141,3,89900.0,app,2025-03-17
393,C027564,P00511,2,89900.0,app,2025-02-10
394,C043566,P00483,1,9900.0,app,2025-01-15
395,C002855,P00762,2,129900.0,app,2025-04-05
396,C040786,P00255,2,49900.0,app,2025-02-04
397,C034024,P00983,3,19900.0,web,2025-03-21
398,C022727,P00046,2,129900.0,web,2025-03-30
399,C009736,P00324,1,129900.0,app,2025-02-08
400,C010024,P00709,1,49900.0,web,2025-04-30
401,C047645,P00269,3,29900.0,web,2025-02-21
402,C043632,P00528,1,9900.0,app,2025-02-10
403,C008176,P00573,1,49900.0,web,2025-02-26
404,C025558,P00176,2,49900.0,app,2025-04-11
405,C049439,P00582,1,49900.0,web,2025-01-08
406,C038449,P00351,1,129900.0,web,2025-02-16
407,C025647,P00908,2,9900.0,web,2025-03-19
408,C029328,P00959,2,9900.0,web,2025-04-06
409,C040499,P00998,1,49900.0,app,2025-03-02
410,C003693,P00661,3,49900.0,app,2025-04-03
411,C043014,P00950,3,9900.0,app,2025-04-13
412,C042014,P00225,1,9900.0,app,2025-03-12
413,C049000,P00966,2,89900.0,web,2025-02-04
414,C012532,P00194,2,49900.0,web,2025-04-29
415,C032887,P00057,3,9900.0,app,2025-01-17
416,C045009,P00403,2,89900.0,app,2025-01-17
417,C000374,P00808,1,129900.0,app,2025-01-22
418,C021960,P00041,2,9900.0,web,2025-03-17
419,C014338,P00843,1,89900.0,app,2025-03-13
420,C027275,P00629,1,9900.0,web,2025-02-12
421,C046602,P00552,2,89900.0,web,2025-01-05
422,C046865,P00033,1,49900.0,app,2025-02-25
423,C030056,P00004,1,89900.0,app,2025-02-12
424,C038225,P00952,2,29900.0,app,2025-03-18
425,C018898,P00445,1,49900.0,web,2025-01-01
426,C036254,P00880,1,129900.0,web,2025-01-13
427,C048379,P00518,1,29900.0,app,2025-04-02
428,C001430,P00963,2,49900.0,web,2025-03-25
429,C033380,P00144,2,49900.0,web,2025-03-20
430,C031722,P00164,2,19900.0,app,2025-04-17
431,C020877,P00590,1,19900.0,web,2025-04-08
432,C044987,P00549,3,19900.0,web,2025-03-11
433,C022768,P00456,2,9900.0,web,2025-01-24
434,C025055,P00004,2,129900.0,web,2025-04-04
435,C020809,P00019,1,129900.0,app,2025-03-04
436,C027431,P00289,2,89900.0,web,2025-04-25
437,C020887,P00891,1,129900.0,app,2025-03-13
438,C022383,P00068,3,49900.0,app,2025-01-22
439,C026537,P00169,1,19900.0,app,2025-03-29
440,C014819,P00838,2,129900.0,app,2025-01-02
441,C020165,P00399,1,49900.0,app,2025-03-23
442,C038005,P00833,1,29900.0,app,2025-03-23
443,C006050,P00556,2,49900.0,app,2025-04-25
444,C001979,P00127,2,89900.0,app,2025-01-26
445,C039632,P00982,2,49900.0,app,2025-04-09
446,C047935,P00260,3,129900.0,app,2025-04-16
447,C011342,P00130,1,89900.0,web,2025-01-07
448,C000295,P00832,3,89900.0,web,2025-01-05
449,C038207,P00275,1,49900.0,web,2025-04-17
450,C011118,P00622,1,29900.0,app,2025-01-18
451,C033242,P00906,2,89900.0,web,2025-02-01
452,C018732,P00622,3,19900.0,web,2025-01-18
453,C012885,P00319,1,129900.0,app,2025-03-01
454,C049675,P00357,1,49900.0,app,2025-02-11
455,C024546,P00936,1,19900.0,app,2025-03-31
456,C026579,P00402,2,9900.0,web,2025-04-09
457,C001746,P00686,1,49900.0,app,2025-03-16
458,C023709,P00415,1,29900.0,app,2025-02-23
459,C004829,P00077,1,9900.0,app,2025-04-08
460,C002508,P00070,2,49900.0,web,2025-01-13
461,C040899,P00783,3,89900.0,web,2025-02-28
462,C029031,P00881,1,129900.0,app,2025-04-29
463,C020281,P00974,2,29900.0,web,2025-02-07
464,C006821,P00468,1,9900.0,app,2025-01-05
465,C030288,P00959,2,29900.0,web,2025-04-24
466,C027951,P00762,2,9900.0,app,2025-03-23
467,C007017,P00018,2,89900.0,app,2025-01-26
468,C012487,P00672,2,129900.0,web,2025-02-06
469,C043570,P00334,3,29900.0,app,2025-04-29
470,C043383,P00147,1,29900.0,app,2025-02-23
471,C008001,P00656,2,29900.0,app,2025-04-24
472,C022100,P00020,1,89900.0,web,2025-02-21
473,C003006,P00006,3,29900.0,web,2025-01-23
474,C048960,P00773,1,29900.0,app,2025-02-08
475,C042918,P00678,2,19900.0,web,2025-03-14
476,C018211,P00207,1,129900.0,app,2025-03-25
477,C040554,P00202,1,9900.0,app,2025-03-15
478,C021995,P00939,1,89900.0,web,2025-03-16
479,C035172,P00233,1,129900.0,web,2025-03-30
480,C020386,P00985,2,129900.0,web,2025-03-26
481,C029732,P00992,2,89900.0,app,2025-04-21
482,C002353,P00430,1,9900.0,web,2025-03-14
483,C032475,P00631,2,89900.0,app,2025-04-21
484,C028315,P00422,1,29900.0,web,2025-03-28
485,C008742,P00392,3,19900.0,app,2025-02-20
486,C049522,P00249,1,49900.0,web,2025-02-20
487,C026959,P00095,3,49900.0,app,2025-02-10
488,C010692,P00289,1,29900.0,web,2025-03-01
489,C008739,P00692,2,49900.0,app,2025-04-29
490,C040692,P00941,3,49900.0,web,2025-03-18
491,C009243,P00973,3,9900.0,web,2025-04-22
492,C014460,P00193,2,19900.0,web,2025-03-08
493,C023253,P00550,3,129900.0,app,2025-03-04
494,C015342,P00942,2,9900.0,app,2025-02-22
495,C002085,P00698,2,129900.0,app,2025-02-28
496,C041735,P00352,1,19900.0,app,2025-04-25
497,C026523,P00561,3,129900.0,web,2025-03-28
498,C018399,P00754,1,89900.0,web,2025-02-14
499,C010709,P00661,1,9900.0,app,2025-04-18
500,C025185,P00096,3,19900.0,app,2025-03-15
501,C015382,P00166,2,89900.0,web,2025-03-12
502,C031016,P00033,1,89900.0,app,2025-01-26
503,C023172,P00328,1,9900.0,web,2025-01-12
504,C040388,P00328,1,89900.0,web,2025-03-17
505,C018790,P00780,1,29900.0,app,2025-02-03
506,C003485,P00503,1,19900.0,app,2025-01-30
507,C021199,P00386,2,29900.0,web,2025-04-12
508,C023419,P00725,1,29900.0,web,2025-03-14
509,C049496,P00740,2,49900.0,app,2025-04-24
510,C007703,P00157,2,129900.0,app,2025-01-29
511,C031202,P00234,3,129900.0,app,2025-03-21
512,C003531,P00625,1,19900.0,web,2025-03-02
513,C028921,P00230,2,129900.0,web,2025-01-18
514,C031636,P00316,1,129900.0,app,2025-02-23
515,C022648,P00232,2,29900.0,app,2025-01-15
516,C036445,P00570,1,129900.0,app,2025-04-07
517,C029001,P00794,2,129900.0,web,2025-03-15
518,C035406,P00358,2,49900.0,app,2025-01-23
519,C027558,P00833,1,19900.0,app,2025-04-09
520,C011910,P00819,1,89900.0,app,2025-01-26
521,C014713,P00096,1,9900.0,web,2025-01-09
522,C046180,P00098,1,9900.0,app,2025-03-17
523,C029294,P00983,1,9900.0,web,2025-01-30
524,C023881,P00320,1,129900.0,web,2025-01-07
525,C048186,P00017,2,89900.0,app,2025-04-17
526,C039954,P00642,2,129900.0,web,2025-02-23
527,C001155,P00207,1,19900.0,app,2025-01-26
528,C024635,P00112,2,19900.0,web,2025-01-20
529,C000122,P00858,2,29900.0,web,2025-02-21
530,C041310,P00206,1,9900.0,app,2025-01-14
531,C031883,P00012,2,49900.0,web,2025-04-27
532,C022800,P00485,2,49900.0,app,2025-03-16
533,C041306,P00351,1,49900.0,app,2025-02-02
534,C035318,P00785,1,19900.0,app,2025-01-24
535,C020437,P00293,1,19900.0,web,2025-03-27
536,C045399,P00927,2,129900.0,web,2025-03-31
